,start_time,end_time,duration,start_latitude,start_longitude,end_latitude,end_longitude,driving_distance,start_year,end_year,year,start_month,end_month,month,start_day,end_day,day,start_hour,end_hour,start_weekday,end_weekday,start_daytype,end_daytype,geometry,date,daytype,city,euclidean_distance,hour,random_seconds_start,random_seconds_end,random_seconds_pos,ia_timeout,avg_speed,avg_speed_kmh,origin_id,destination_id,origin_i,origin_j,destination_i,destination_j
4488,2019-02-11 21:17:14.995946-05:00,2019-02-11 21:40:47.134862-05:00,1412.138916,38.221,-85.763,38.219,-85.763,273.53000000000003,2019,2019,2019,2,2,2,12,12,12,2,2,Mon,Mon,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.76300000000001 38.219)",2019-02-11,weekday,Louisville,222.38985328853778,2,-765.0040535764774,647.1348622238161,401.61018019959965,7443.842585,0.19369907372484027,0.6973166654094249,90.0,78.0,10.0,5.0,14.0,4.0
4489,2019-02-11 22:05:49.235271-05:00,2019-02-11 22:08:40.803640-05:00,171.568369,38.226,-85.76,38.218,-85.759,1319.38,2019,2019,2019,2,2,2,12,12,12,3,3,Mon,Mon,weekday,weekday,"LINESTRING (-85.76000000000001 38.226, -85.759 38.218)",2019-02-11,weekday,Louisville,893.8384505485856,3,349.2352713204193,520.803640370935,169.18131071717522,2914.239325,7.690112155813524,27.684403760928685,216.0,182.0,8.0,13.0,6.0,11.0
4490,2019-02-11 22:06:59.907422-05:00,2019-02-11 22:10:30.082819-05:00,210.175397,38.221,-85.762,38.219,-85.763,500.0,2019,2019,2019,2,2,2,12,12,12,3,3,Mon,Mon,weekday,weekday,"LINESTRING (-85.762 38.221, -85.76300000000001 38.219)",2019-02-11,weekday,Louisville,238.93282025045514,3,419.90742165132974,160.28124734273365,210.1753971075457,70.672151,2.3789654123979127,8.564275484632486,75.0,57.0,11.0,4.0,9.0,3.0
4491,2019-02-11 22:24:03.143820-05:00,2019-02-11 22:33:32.949254-05:00,569.805434,38.219,-85.758,38.22,-85.763,498.79,2019,2019,2019,2,2,2,12,12,12,3,3,Mon,Mon,weekday,weekday,"LINESTRING (-85.758 38.219, -85.76300000000001 38.22)",2019-02-11,weekday,Louisville,450.73060431312973,3,-356.8561798057764,212.9492540191534,122.58123682277963,1023.236398,0.8753689772639129,3.1513283181500866,70.0,182.0,6.0,4.0,6.0,11.0
4492,2019-02-11 22:45:13.248335-05:00,2019-02-11 23:07:47.785917-05:00,1354.537582,38.217,-85.762,38.207,-85.758,1448.1,2019,2019,2019,2,2,2,12,12,12,4,4,Mon,Mon,weekday,weekday,"LINESTRING (-85.762 38.217, -85.758 38.207)",2019-02-11,weekday,Louisville,1165.5746880818115,4,-886.7516647577927,-432.21408262682075,150.0959089867717,1270.104515,1.0690733274907391,3.848663978966661,68.0,68.0,4.0,4.0,4.0,4.0
4493,2019-02-11 23:32:55.040932-05:00,2019-02-11 23:45:15.178224-05:00,740.137292,38.22,-85.755,38.217,-85.759,691.87,2019,2019,2019,2,2,2,12,12,12,4,4,Mon,Mon,weekday,weekday,"LINESTRING (-85.755 38.22, -85.759 38.217)",2019-02-11,weekday,Louisville,483.1047216146831,4,175.04093198775467,15.178223509704821,204.90949454176,2861.792597,0.9347860288601699,3.365229703896612,88.0,72.0,8.0,5.0,8.0,4.0
4498,2019-02-11 23:46:57.916869-05:00,2019-02-11 23:50:48.681329-05:00,230.76446,38.217,-85.762,38.213,-85.761,707.96,2019,2019,2019,2,2,2,12,12,12,4,4,Mon,Mon,weekday,weekday,"LINESTRING (-85.762 38.217, -85.761 38.213)",2019-02-11,weekday,Louisville,453.2788126692498,4,117.91686890809876,-439.4542174485474,230.7644596398509,842.875937,3.067890090181131,11.04440432465207,83.0,67.0,3.0,5.0,3.0,4.0
4496,2019-02-11 23:47:36.329035-05:00,2019-02-12 00:05:26.623797-05:00,1070.294762,38.238,-85.755,38.251,-85.758,2027.34,2019,2019,2019,2,2,2,12,12,12,4,5,Mon,Tue,weekday,weekday,"LINESTRING (-85.755 38.238, -85.758 38.251)",2019-02-11,weekday,Louisville,1469.0838057498984,4,156.32903475339208,326.62379715502357,76.52236990099195,38.412166,1.8941884721659508,6.819078499797423,71.0,71.0,7.0,4.0,7.0,4.0
4494,2019-02-11 23:47:41.784106-05:00,2019-02-11 23:52:44.591097-05:00,302.806991,38.217,-85.762,38.213,-85.761,627.51,2019,2019,2019,2,2,2,12,12,12,4,4,Mon,Mon,weekday,weekday,"LINESTRING (-85.762 38.217, -85.761 38.213)",2019-02-11,weekday,Louisville,453.2788126692498,4,161.7841057421474,-807.6100980151386,302.8069905170307,5.455071,2.0723101468948584,7.46031652882149,108.0,75.0,12.0,6.0,11.0,4.0
4501,2019-02-11 23:55:59.559881-05:00,2019-02-12 00:00:04.785044-05:00,245.225163,38.219,-85.763,38.214,-85.762,209.17,2019,2019,2019,2,2,2,12,12,12,5,5,Mon,Mon,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.762 38.214)",2019-02-11,weekday,Louisville,562.7967419518599,5,-240.4401193083404,-284.77893053250875,245.22516304406636,236.659796,0.8529711936617205,3.070696297182194,84.0,133.0,4.0,5.0,5.0,8.0
4503,2019-02-11 23:58:06.245965-05:00,2019-02-12 00:03:27.115258-05:00,320.869293,38.221,-85.763,38.217,-85.759,724.0500000000001,2019,2019,2019,2,2,2,12,12,12,5,5,Mon,Mon,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.759 38.217)",2019-02-11,weekday,Louisville,565.6312188358828,5,-113.75403478417297,-203.23166746860068,320.8692931565568,126.686084,2.256526304622113,8.123494696639607,82.0,82.0,2.0,5.0,2.0,5.0
4500,2019-02-12 00:01:28.884925-05:00,2019-02-12 00:08:15.530634-05:00,406.645709,38.221,-85.763,38.216,-85.758,1078.03,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Mon,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.758 38.216)",2019-02-12,weekday,Louisville,707.0408778336131,5,88.88492522561387,-54.20803260588502,406.6457091727174,149.555242,2.651030064109197,9.54370823079311,83.0,83.0,3.0,5.0,3.0,5.0
4502,2019-02-12 00:02:21.926724-05:00,2019-02-12 00:18:48.049079-05:00,986.122355,38.219,-85.763,38.213,-85.752,1126.3,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.752 38.213)",2019-02-12,weekday,Louisville,1169.8913995981281,5,141.92672383652211,228.04907917779497,415.60432693868864,53.041799,1.1421503571937581,4.111741285897529,92.0,75.0,12.0,5.0,11.0,4.0
4499,2019-02-12 00:04:15.157215-05:00,2019-02-12 00:06:40.645500-05:00,145.488285,38.221,-85.763,38.217,-85.759,740.14,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.759 38.217)",2019-02-12,weekday,Louisville,565.6312188358828,5,255.15721466287414,400.6455002558073,442.1396205648855,113.230491,5.087282457140794,18.31421684570686,73.0,73.0,9.0,4.0,9.0,4.0
4508,2019-02-12 00:06:41.844469-05:00,2019-02-12 00:41:58.786809-05:00,2116.94234,38.221,-85.763,38.217,-85.759,370.07,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.759 38.217)",2019-02-12,weekday,Louisville,565.6312188358828,5,-498.15553128023134,718.7868085155237,281.30668264389413,146.687254,0.17481345287845676,0.6293284303624443,78.0,74.0,14.0,4.0,10.0,4.0
4506,2019-02-12 00:06:45.325616-05:00,2019-02-12 00:10:51.681715-05:00,246.356099,38.221,-85.763,38.217,-85.759,32.18,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Mon,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.759 38.217)",2019-02-12,weekday,Louisville,565.6312188358828,5,405.3256159291859,-241.85392140754436,246.3560990002836,3.481147,0.13062392256828195,0.47024612124581505,183.0,182.0,7.0,11.0,6.0,11.0
4507,2019-02-12 00:10:39.233882-05:00,2019-02-12 00:16:09.974451-05:00,330.740569,38.219,-85.763,38.213,-85.76,1271.11,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.76000000000001 38.213)",2019-02-12,weekday,Louisville,716.8037285188932,5,-260.766117649079,-451.8047603143069,330.7405690396733,233.908266,3.843223720159954,13.835605392575834,108.0,75.0,12.0,6.0,11.0,4.0
4504,2019-02-12 00:13:20.232233-05:00,2019-02-12 00:16:21.633209-05:00,181.400976,38.209,-85.764,38.219,-85.761,1078.03,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Tue,weekday,weekday,"LINESTRING (-85.764 38.209, -85.761 38.219)",2019-02-12,weekday,Louisville,1142.4216867522262,5,800.2322329531969,594.0585281106648,181.40097556572923,160.998351,5.942801542589274,21.39408555332139,83.0,87.0,3.0,5.0,7.0,5.0
4510,2019-02-12 00:35:45.699303-05:00,2019-02-12 00:45:26.055811-05:00,580.356508,38.226,-85.764,38.219,-85.763,707.96,2019,2019,2019,2,2,2,12,12,12,5,5,Tue,Tue,weekday,weekday,"LINESTRING (-85.764 38.226, -85.76300000000001 38.219)",2019-02-12,weekday,Louisville,783.2511698824748,5,-554.3006967204532,26.055811414130517,64.76095364060188,781.570774,1.2198708728876702,4.391535142395613,94.0,92.0,14.0,5.0,12.0,5.0
4512,2019-02-12 00:38:46.872963-05:00,2019-02-12 01:01:28.521579-05:00,1361.648616,38.249,-85.758,38.253,-85.756,4038.59,2019,2019,2019,2,2,2,12,12,12,5,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.758 38.249, -85.756 38.253)",2019-02-12,weekday,Louisville,477.8384182094837,5,-373.1270365599137,88.52157901941916,121.44458520234677,138.428151,2.965956086280045,10.677441910608163,75.0,75.0,11.0,4.0,11.0,4.0
4513,2019-02-12 00:47:08.074494-05:00,2019-02-12 01:01:09.302780-05:00,841.228286,38.213,-85.752,38.215,-85.756,466.61,2019,2019,2019,2,2,2,12,12,12,5,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.752 38.213, -85.756 38.215)",2019-02-12,weekday,Louisville,414.2266497962462,5,128.07449432256794,69.30278007847062,69.95816669939342,54.903352,0.5546770214048651,1.9968372770575142,83.0,68.0,3.0,5.0,4.0,4.0
4515,2019-02-12 00:48:39.582848-05:00,2019-02-12 00:52:16.170454-05:00,216.587606,38.227,-85.758,38.217,-85.762,981.49,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.758 38.227, -85.762 38.217)",2019-02-12,weekday,Louisville,1165.5602897903425,6,-680.4171522262761,-463.82954632054145,430.73320699217805,66.208992,4.5316074087822,16.313786671615922,75.0,75.0,11.0,4.0,11.0,4.0
4520,2019-02-12 01:07:22.614911-05:00,2019-02-12 01:19:07.038364-05:00,704.423453,38.221,-85.763,38.215,-85.758,627.51,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.758 38.215)",2019-02-12,weekday,Louisville,797.4439502841251,6,-457.3850894538971,-652.9616363597415,142.77508991327346,1123.032063,0.8908136112271094,3.206929000417594,75.0,75.0,11.0,4.0,11.0,4.0
4518,2019-02-12 01:08:25.765128-05:00,2019-02-12 01:15:57.520862-05:00,451.755734,38.232,-85.764,38.246,-85.753,2220.42,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.764 38.232, -85.753 38.246)",2019-02-12,weekday,Louisville,1829.3036621211334,6,505.7651275962023,57.520861549696065,354.9452190876456,63.150217,4.915089799391456,17.694323277809243,75.0,75.0,11.0,4.0,11.0,4.0
4516,2019-02-12 01:09:56.410843-05:00,2019-02-12 01:13:14.858868-05:00,198.448025,38.213,-85.761,38.219,-85.762,852.7700000000001,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.761 38.213, -85.762 38.219)",2019-02-12,weekday,Louisville,672.8652959247023,6,596.4108427988881,794.8588677988698,143.31370143230646,90.645715,4.297195701494132,15.469904525378878,199.0,183.0,7.0,12.0,7.0,11.0
4526,2019-02-12 01:11:56.080041-05:00,2019-02-12 01:15:46.880781-05:00,230.80074,38.227,-85.757,38.222,-85.763,530.97,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.75700000000001 38.227, -85.76300000000001 38.222)",2019-02-12,weekday,Louisville,764.0766020190762,6,-183.9199587658809,-812.7765542428926,230.80074039744568,119.669198,2.300555882099858,8.28200117555949,75.0,90.0,11.0,4.0,10.0,5.0
4519,2019-02-12 01:13:38.319381-05:00,2019-02-12 01:19:11.804536-05:00,333.485155,38.218,-85.759,38.219,-85.762,257.44,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.218, -85.762 38.219)",2019-02-12,weekday,Louisville,284.6962512795385,6,818.3193806345889,706.5227016875103,333.4851554103161,102.23934,0.7719683954147823,2.7790862234932163,82.0,83.0,2.0,5.0,3.0,5.0
4531,2019-02-12 01:17:20.349572-05:00,2019-02-12 01:32:46.403688-05:00,926.054116,38.219,-85.755,38.216,-85.758,868.86,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.755 38.219, -85.758 38.216)",2019-02-12,weekday,Louisville,424.2267520517215,6,-759.6504279835922,166.403687612986,79.74124430190348,222.030191,0.9382389052520554,3.3776600589073995,99.0,84.0,3.0,6.0,4.0,5.0
4534,2019-02-12 01:17:33.208099-05:00,2019-02-12 01:28:46.867442-05:00,673.659343,38.219,-85.763,38.223,-85.765,643.6,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.765 38.223)",2019-02-12,weekday,Louisville,477.86476247019255,6,-746.7919010939228,-73.13255838354394,52.63888117720087,12.858527,0.9553790156518321,3.439364456346596,83.0,68.0,3.0,5.0,4.0,4.0
4529,2019-02-12 01:19:39.852206-05:00,2019-02-12 01:38:06.828656-05:00,1106.97645,38.213,-85.762,38.211,-85.759,418.34,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.762 38.213, -85.759 38.211)",2019-02-12,weekday,Louisville,343.7399633463188,6,-620.147793724612,486.8286560657914,46.19569180785313,126.644107,0.37791228530652116,1.3604842271034763,91.0,75.0,11.0,5.0,11.0,4.0
4521,2019-02-12 01:20:06.389736-05:00,2019-02-12 01:25:17.723135-05:00,311.333399,38.22,-85.757,38.227,-85.757,756.2299999999999,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.75700000000001 38.22, -85.75700000000001 38.227)",2019-02-12,weekday,Louisville,778.3644865112968,6,306.3897356720415,-45.712282943154605,311.3333986674775,26.53753,2.429003770327898,8.744413573180434,75.0,75.0,11.0,4.0,11.0,4.0
4527,2019-02-12 01:23:41.667652-05:00,2019-02-12 01:25:14.192589-05:00,92.524937,38.221,-85.763,38.218,-85.759,579.24,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.759 38.218)",2019-02-12,weekday,Louisville,483.10124772419914,6,521.6676518517327,614.1925892284157,49.06460982655539,64.00095,6.260366326971939,22.53731877709898,68.0,83.0,4.0,4.0,3.0,5.0
4522,2019-02-12 01:25:16.638876-05:00,2019-02-12 01:28:53.948073-05:00,217.309197,38.227,-85.757,38.219,-85.76,1094.12,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.75700000000001 38.227, -85.76000000000001 38.219)",2019-02-12,weekday,Louisville,927.359205892271,6,616.6388761713165,-814.3081855304188,217.30919662460227,69.499647,5.034853633001092,18.12547307880393,84.0,88.0,4.0,5.0,8.0,5.0
4524,2019-02-12 01:26:03.619100-05:00,2019-02-12 01:32:46.432025-05:00,402.812925,38.223,-85.759,38.217,-85.761,1383.74,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.223, -85.761 38.217)",2019-02-12,weekday,Louisville,689.6678943744181,6,663.6190996998278,450.5201644991971,402.81292529683924,46.980224,3.435192651775014,12.366693546390051,73.0,87.0,9.0,4.0,7.0,5.0
4532,2019-02-12 01:27:19.203894-05:00,2019-02-12 01:43:55.991796-05:00,996.787902,38.226,-85.76,38.221,-85.761,611.42,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76000000000001 38.226, -85.761 38.221)",2019-02-12,weekday,Louisville,562.795437323985,6,-160.79610565320502,-64.0082036155543,367.63822201310234,75.584794,0.6133902696583892,2.208204970770201,83.0,99.0,3.0,5.0,3.0,6.0
4523,2019-02-12 01:27:36.989956-05:00,2019-02-12 01:31:27.166091-05:00,230.176135,38.226,-85.76,38.217,-85.76,740.14,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76000000000001 38.226, -85.76000000000001 38.217)",2019-02-12,weekday,Louisville,1000.7543398012493,6,756.9899561609861,504.04412392369136,230.17613487696647,17.786062,3.215537527380934,11.575935098571362,199.0,183.0,7.0,12.0,7.0,11.0
4530,2019-02-12 01:29:12.709946-05:00,2019-02-12 01:30:54.413360-05:00,101.703414,38.219,-85.763,38.218,-85.76,500.0,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.219, -85.76000000000001 38.218)",2019-02-12,weekday,Louisville,284.6962512785154,6,-47.29005366490094,-567.6014600751063,101.7034144557181,95.71999,4.916255810252348,17.698520916908453,69.0,69.0,5.0,4.0,5.0,4.0
4539,2019-02-12 01:35:59.993872-05:00,2019-02-12 02:07:48.802017-05:00,1908.808145,38.219,-85.754,38.221,-85.752,225.26,2019,2019,2019,2,2,2,12,12,12,6,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.754 38.219, -85.752 38.221)",2019-02-12,weekday,Louisville,282.8141259451868,6,-540.0061282765001,468.80201685463226,242.01991103368204,407.283926,0.11801081244862353,0.4248389248150447,98.0,99.0,2.0,6.0,3.0,6.0
4543,2019-02-12 01:47:01.420312-05:00,2019-02-12 02:12:34.024133-05:00,1532.603821,38.224,-85.753,38.22,-85.757,498.79,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.753 38.224, -85.75700000000001 38.22)",2019-02-12,weekday,Louisville,565.6223175544204,7,-778.5796880297729,754.0241330509673,277.7144505602554,195.799693,0.3254526663482722,1.17162959885378,147.0,84.0,3.0,9.0,4.0,5.0
4542,2019-02-12 01:50:40.491250-05:00,2019-02-12 02:02:41.408887-05:00,720.917637,38.219,-85.76,38.216,-85.755,965.4,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.76000000000001 38.219, -85.755 38.216)",2019-02-12,weekday,Louisville,549.620833159308,7,-559.5087503362709,161.40888678807846,398.6429539575061,219.070938,1.339126622033246,4.820855839319686,92.0,108.0,12.0,5.0,12.0,6.0
4538,2019-02-12 01:53:51.062995-05:00,2019-02-12 01:59:56.293569-05:00,365.230574,38.217,-85.759,38.218,-85.764,820.59,2019,2019,2019,2,2,2,12,12,12,6,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.217, -85.764 38.218)",2019-02-12,weekday,Louisville,450.74223971196636,6,531.0629950587411,-565.5105797450113,365.230574314,190.571745,2.246772473106263,8.088380903182546,67.0,99.0,3.0,4.0,3.0,6.0
4536,2019-02-12 01:55:41.038932-05:00,2019-02-12 01:58:09.909134-05:00,148.870202,38.226,-85.76,38.219,-85.76,804.5,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76000000000001 38.226, -85.76000000000001 38.219)",2019-02-12,weekday,Louisville,778.3644865112968,6,641.0389321866355,-346.74869352045414,148.87020157287034,109.975937,5.404036463925803,19.454531270132893,83.0,99.0,3.0,5.0,3.0,6.0
4540,2019-02-12 01:57:22.083167-05:00,2019-02-12 01:59:14.372997-05:00,112.28983,38.221,-85.763,38.216,-85.759,675.78,2019,2019,2019,2,2,2,12,12,12,6,6,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.221, -85.759 38.216)",2019-02-12,weekday,Louisville,656.6727946915139,6,742.0831672123445,467.74308500168263,112.28982971644267,101.044235,6.018176356665603,21.665434883996173,76.0,76.0,12.0,4.0,12.0,4.0
4544,2019-02-12 02:06:22.691148-05:00,2019-02-12 02:17:04.720299-05:00,642.029151,38.218,-85.759,38.219,-85.762,225.26,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.218, -85.762 38.219)",2019-02-12,weekday,Louisville,284.6962512795385,7,-517.3088521654458,124.72029897808397,387.52291425495025,540.607981,0.3508563429700095,1.2630828346920342,165.0,165.0,5.0,10.0,5.0,10.0
4541,2019-02-12 02:10:28.975362-05:00,2019-02-12 02:13:13.244271-05:00,164.268909,38.256,-85.764,38.253,-85.759,482.7,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.764 38.256, -85.759 38.253)",2019-02-12,weekday,Louisville,549.4442512882938,7,628.9753624333703,793.2442706178149,413.8958070468067,246.284214,2.9384744985431173,10.578508194755223,232.0,218.0,8.0,14.0,10.0,13.0
4546,2019-02-12 02:13:21.132511-05:00,2019-02-12 02:45:48.920491-05:00,1947.78798,38.22,-85.763,38.207,-85.738,3781.15,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.76300000000001 38.22, -85.738 38.207)",2019-02-12,weekday,Louisville,2619.198236773177,7,-98.86748860720593,48.92049071815927,401.37942782398693,172.157149,1.9412533801548564,6.988512168557483,92.0,92.0,12.0,5.0,12.0,5.0
4545,2019-02-12 02:14:02.047342-05:00,2019-02-12 02:19:29.148340-05:00,327.100998,38.216,-85.759,38.213,-85.761,241.35,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.216, -85.761 38.213)",2019-02-12,weekday,Louisville,376.5766900505419,7,-57.95265769331513,-630.8516596966199,401.00607085116667,40.914831,0.7378455017737365,2.6562438063854517,61.0,61.0,13.0,3.0,13.0,3.0
4552,2019-02-12 02:24:28.910523-05:00,2019-02-12 02:54:40.353825-05:00,1811.443302,38.217,-85.759,38.227,-85.763,1029.76,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.217, -85.76300000000001 38.227)",2019-02-12,weekday,Louisville,1165.5602897903425,7,-331.0894772201765,580.3538246923738,335.47285746777754,626.863181,0.5684748724197165,2.0465095407109795,71.0,84.0,7.0,4.0,4.0,5.0
4555,2019-02-12 02:26:06.363826-05:00,2019-02-12 02:28:48.531341-05:00,162.167515,38.216,-85.759,38.216,-85.756,289.62,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.216, -85.756 38.216)",2019-02-12,weekday,Louisville,262.09228104621343,7,-233.63617355451333,-71.46865926987391,307.9910198850931,97.453303,1.7859310479043844,6.429351772455784,68.0,68.0,4.0,4.0,4.0,4.0
4554,2019-02-12 02:27:46.971888-05:00,2019-02-12 02:30:19.289766-05:00,152.317878,38.216,-85.76,38.214,-85.76,257.44,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.76000000000001 38.216, -85.76000000000001 38.214)",2019-02-12,weekday,Louisville,222.3898532892451,7,-133.0281117738258,19.28976638044776,417.44592759365634,100.608062,1.690149596227962,6.084538546420664,74.0,74.0,10.0,4.0,10.0,4.0
4559,2019-02-12 02:32:33.187574-05:00,2019-02-12 03:03:18.064188-05:00,1844.876614,38.22,-85.758,38.213,-85.76,707.96,2019,2019,2019,2,2,2,12,12,12,7,8,Tue,Tue,weekday,weekday,"LINESTRING (-85.758 38.22, -85.76000000000001 38.213)",2019-02-12,weekday,Louisville,797.7347890521271,7,-746.8124256062781,198.0641884178592,329.9464127964134,286.215686,0.383743820387546,1.3814777533951657,75.0,93.0,11.0,4.0,13.0,5.0
4549,2019-02-12 02:37:20.861423-05:00,2019-02-12 02:42:20.516565-05:00,299.655142,38.216,-85.76,38.213,-85.756,707.96,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.76000000000001 38.216, -85.756 38.213)",2019-02-12,weekday,Louisville,483.118616629866,7,440.861423144225,-352.908491793242,299.6551423997781,2.563759,2.362582518273623,8.505297065785042,61.0,61.0,13.0,3.0,13.0,3.0
4558,2019-02-12 02:40:57.011567-05:00,2019-02-12 02:56:04.230793-05:00,907.219226,38.226,-85.757,38.219,-85.761,884.95,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.75700000000001 38.226, -85.761 38.219)",2019-02-12,weekday,Louisville,853.1993987389623,7,-242.98843275120578,664.2307928991015,62.32149285299582,28.994876,0.9754533134199693,3.5116319283118895,74.0,76.0,10.0,4.0,12.0,4.0
4573,2019-02-12 02:48:25.606738-05:00,2019-02-12 02:52:33.515311-05:00,247.908573,38.217,-85.759,38.217,-85.756,418.34,2019,2019,2019,2,2,2,12,12,12,8,8,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.217, -85.756 38.217)",2019-02-12,weekday,Louisville,262.08867926061174,8,-694.3932624581332,-796.7604071843514,247.90857290760022,135.691388,1.6874769393311784,6.074916981592242,70.0,69.0,6.0,4.0,5.0,4.0
4566,2019-02-12 02:48:50.537171-05:00,2019-02-12 02:55:38.191169-05:00,407.653998,38.214,-85.755,38.217,-85.757,500.0,2019,2019,2019,2,2,2,12,12,12,8,8,Tue,Tue,weekday,weekday,"LINESTRING (-85.755 38.214, -85.75700000000001 38.217)",2019-02-12,weekday,Louisville,376.57557594045653,8,-669.4628287675087,-261.8088311071209,184.50948843817633,24.930433,1.2265303479251048,4.415509252530377,92.0,89.0,12.0,5.0,9.0,5.0
4568,2019-02-12 02:50:36.791183-05:00,2019-02-12 03:11:22.046308-05:00,1245.255125,38.221,-85.759,38.218,-85.759,402.25,2019,2019,2019,2,2,2,12,12,12,8,8,Tue,Tue,weekday,weekday,"LINESTRING (-85.759 38.221, -85.759 38.218)",2019-02-12,weekday,Louisville,333.58477993280667,8,-563.2088169947467,-217.95369221856265,228.14936590850368,106.254012,0.3230261750579023,1.1628942302084484,84.0,84.0,4.0,5.0,4.0,5.0
4556,2019-02-12 02:51:21.935644-05:00,2019-02-12 02:59:06.038942-05:00,464.103298,38.216,-85.758,38.218,-85.762,434.43,2019,2019,2019,2,2,2,12,12,12,7,7,Tue,Tue,weekday,weekday,"LINESTRING (-85.758 38.216, -85.762 38.218)",2019-02-12,weekday,Louisville,414.21449542412614,7,381.9356443397817,846.038941737223,2.972753218030183,45.144461,0.9360631606629953,3.369827378386783,74.0,92.0,10.0,4.0,12.0,5.0
