,start_time,end_time,duration,start_latitude,start_longitude,end_latitude,end_longitude,driving_distance,start_year,end_year,year,start_month,end_month,month,start_day,end_day,day,start_hour,end_hour,start_weekday,end_weekday,start_daytype,end_daytype,geometry,date,daytype,city,euclidean_distance,hour,random_seconds_start,random_seconds_end,random_seconds_pos,ia_timeout,avg_speed,avg_speed_kmh,origin_id,destination_id,origin_i,origin_j,destination_i,destination_j
573,2019-02-02 09:47:47.550718-05:00,2019-02-02 09:57:14.072541-05:00,566.521823,38.214,-85.764,38.209,-85.764,611.42,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.764 38.214, -85.764 38.209)",2019-02-02,weekend,Louisville,555.9746332220518,15,-732.4492816178589,-165.92745946817286,283.8641417792772,178.05113,1.0792523344683227,3.885308404085962,115.0,130.0,3.0,7.0,2.0,8.0
562,2019-02-02 09:48:41.860902-05:00,2019-02-02 10:07:52.660407-05:00,1150.799505,38.255,-85.755,38.253,-85.759,917.13,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.755 38.255, -85.759 38.253)",2019-02-02,weekend,Louisville,414.0645369523551,15,-678.1390980535858,-427.33959319588865,442.1114065457971,54.310184,0.7969502906590146,2.8690210463724526,73.0,75.0,9.0,4.0,11.0,4.0
568,2019-02-02 09:49:22.471705-05:00,2019-02-02 10:10:58.743433-05:00,1296.271728,38.255,-85.755,38.254,-85.759,901.04,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.755 38.255, -85.759 38.254)",2019-02-02,weekend,Louisville,366.5444405666925,15,-637.528294875155,-241.25656741334706,184.17000802537598,40.610803,0.6951011740340911,2.502364226522728,100.0,83.0,4.0,6.0,3.0,5.0
553,2019-02-02 09:51:58.885350-05:00,2019-02-02 10:25:34.182116-05:00,2015.296766,38.256,-85.754,38.251,-85.757,691.87,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.754 38.256, -85.75700000000001 38.251)",2019-02-02,weekend,Louisville,614.5968972048684,14,418.88535043932825,634.182116245737,76.06432693715281,15.484242,0.3433092394492534,1.2359132620173123,85.0,83.0,5.0,5.0,3.0,5.0
556,2019-02-02 09:52:14.276612-05:00,2019-02-02 10:21:29.035125-05:00,1754.758513,38.221,-85.762,38.244,-85.759,3057.1,2019,2019,2019,2,2,2,2,2,2,14,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.762 38.221, -85.759 38.244)",2019-02-02,weekend,Louisville,2570.8718565304985,14,434.27661152338055,389.0351250275146,83.5652094963742,15.391262,1.7421770445059523,6.271837360221428,74.0,106.0,10.0,4.0,10.0,6.0
570,2019-02-02 09:56:39.970776-05:00,2019-02-02 10:04:47.412201-05:00,487.441425,38.262,-85.737,38.256,-85.753,1544.64,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.73699999999999 38.262, -85.753 38.256)",2019-02-02,weekend,Louisville,1548.1349137511968,15,-200.0292243156016,-612.5877988526565,405.7968389184294,133.465923,3.168873059978438,11.407943015922376,67.0,83.0,3.0,4.0,3.0,5.0
569,2019-02-02 09:56:45.375567-05:00,2019-02-02 10:03:49.169000-05:00,423.793433,38.256,-85.753,38.255,-85.746,691.87,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.753 38.256, -85.746 38.255)",2019-02-02,weekend,Louisville,621.2487279830539,15,-194.62443326147593,229.1690000070662,417.1775624067656,5.404791,1.6325642308855692,5.877231231188049,84.0,71.0,4.0,5.0,7.0,4.0
552,2019-02-02 09:57:36.255437-05:00,2019-02-02 09:59:54.446090-05:00,138.190653,38.218,-85.761,38.224,-85.761,530.97,2019,2019,2019,2,2,2,2,2,2,14,14,Sat,Sat,weekend,weekend,"LINESTRING (-85.761 38.218, -85.761 38.224)",2019-02-02,weekend,Louisville,667.1695598663207,14,756.2554370839198,629.4020068551056,138.1906534226075,50.87987,3.842300390606013,13.832281406181648,266.0,266.0,10.0,16.0,10.0,16.0
571,2019-02-02 10:00:38.111546-05:00,2019-02-02 10:03:14.074115-05:00,155.962569,38.254,-85.751,38.255,-85.755,370.07,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.751 38.254, -85.755 38.255)",2019-02-02,weekend,Louisville,366.5444405656339,15,38.111546002033606,-324.72502375997885,155.962569345504,181.856109,2.372812927953245,8.542126540631683,66.0,99.0,2.0,4.0,3.0,6.0
584,2019-02-02 10:06:47.565240-05:00,2019-02-02 10:34:01.854113-05:00,1634.288873,38.256,-85.75,38.257,-85.753,1029.76,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.75 38.256, -85.753 38.257)",2019-02-02,weekend,Louisville,284.57020101131354,15,-492.43476047696623,241.8541125509537,408.4046435925121,113.841615,0.6300966842598089,2.268348063335312,71.0,83.0,7.0,4.0,3.0,5.0
585,2019-02-02 10:07:06.105036-05:00,2019-02-02 10:15:01.582956-05:00,475.47792,38.241,-85.722,38.237,-85.729,788.41,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.72199999999999 38.241, -85.729 38.237)",2019-02-02,weekend,Louisville,756.031947288694,15,-473.8949636074185,-898.4170436138083,403.5306815663877,18.539796,1.6581421909139336,5.969311887290161,74.0,74.0,10.0,4.0,10.0,4.0
567,2019-02-02 10:08:27.313596-05:00,2019-02-02 10:12:36.773969-05:00,249.460373,38.234,-85.715,38.225,-85.708,1480.28,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.715 38.234, -85.708 38.225)",2019-02-02,weekend,Louisville,1172.758385299054,15,507.31359607992795,756.7739689699015,316.42163223976246,81.20856,5.933928431991882,21.362142355170775,83.0,99.0,3.0,5.0,3.0,6.0
580,2019-02-02 10:12:06.526936-05:00,2019-02-02 10:42:18.124403-05:00,1811.597467,38.217,-85.759,38.228,-85.758,2188.24,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.759 38.217, -85.758 38.228)",2019-02-02,weekend,Louisville,1226.259694482114,15,-173.4730637971735,738.1244031870913,350.4245723164261,91.010564,1.2079063036137485,4.348462693009495,84.0,83.0,4.0,5.0,3.0,5.0
564,2019-02-02 10:12:16.035680-05:00,2019-02-02 10:15:27.428441-05:00,191.392761,38.242,-85.725,38.24,-85.723,788.41,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.72499999999999 38.242, -85.723 38.24)",2019-02-02,weekend,Louisville,282.7829672058374,15,736.0356799260883,27.428440852564677,324.57011797778654,9.508744,4.119330302152859,14.829589087750293,70.0,72.0,6.0,4.0,8.0,4.0
590,2019-02-02 10:15:40.789789-05:00,2019-02-02 10:52:50.377912-05:00,2229.588123,38.254,-85.759,38.257,-85.753,2606.5800000000004,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.759 38.254, -85.753 38.257)",2019-02-02,weekend,Louisville,621.0876830165545,15,-859.2102113677047,470.3779116059525,333.75908135798534,5.386732,1.169085883222567,4.208709179601241,75.0,58.0,11.0,4.0,10.0,3.0
583,2019-02-02 10:22:41.385859-05:00,2019-02-02 10:28:54.466532-05:00,373.080673,38.24,-85.731,38.253,-85.74,1496.37,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.73099999999999 38.24, -85.73999999999999 38.253)",2019-02-02,weekend,Louisville,1645.3819095970446,15,461.3858585025266,-845.2923662937866,373.08067284148274,109.251297,4.01084834539258,14.439054043413288,100.0,71.0,4.0,6.0,7.0,4.0
591,2019-02-02 10:23:27.858802-05:00,2019-02-02 10:48:57.864721-05:00,1530.005919,38.238,-85.758,38.25,-85.757,4424.75,2019,2019,2019,2,2,2,2,2,2,15,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.758 38.238, -85.75700000000001 38.25)",2019-02-02,weekend,Louisville,1337.1938890207525,15,-392.141198472568,-662.1352791035251,382.62430421321324,20.648362,2.8919822760502667,10.41113619378096,75.0,58.0,11.0,4.0,10.0,3.0
582,2019-02-02 10:24:21.681383-05:00,2019-02-02 10:53:04.428155-05:00,1722.746772,38.22,-85.752,38.213,-85.763,1834.26,2019,2019,2019,2,2,2,2,2,2,15,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.752 38.22, -85.76300000000001 38.213)",2019-02-02,weekend,Louisville,1236.6766945271715,15,561.6813826987586,-415.5718452092577,345.03050199683577,53.822581,1.0647299010002151,3.8330276436007744,88.0,84.0,8.0,5.0,4.0,5.0
593,2019-02-02 10:27:01.897080-05:00,2019-02-02 10:37:14.241375-05:00,612.344295,38.256,-85.746,38.241,-85.759,3218.0,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.746 38.256, -85.759 38.241)",2019-02-02,weekend,Louisville,2017.5994906742635,15,-178.1029196129483,-465.7586245957021,192.06175477808128,160.215697,5.255213490639282,18.918768566301413,83.0,115.0,3.0,5.0,3.0,7.0
600,2019-02-02 10:38:30.080723-05:00,2019-02-02 10:58:21.704887-05:00,1191.624164,38.234,-85.713,38.237,-85.719,1335.47,2019,2019,2019,2,2,2,2,2,2,15,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.71299999999999 38.234, -85.71899999999999 38.237)",2019-02-02,weekend,Louisville,621.209293077732,15,-389.9192772740458,-98.2951131448757,113.30373518057898,142.759339,1.120714097905789,4.034570752460841,82.0,82.0,2.0,5.0,2.0,5.0
595,2019-02-02 10:38:41.554449-05:00,2019-02-02 10:41:49.805866-05:00,188.251417,38.239,-85.763,38.24,-85.759,500.0,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.239, -85.759 38.24)",2019-02-02,weekend,Louisville,366.613128716824,15,521.5544491930295,709.8058658209925,249.07787028463466,11.473726,2.656022504202452,9.561681015128826,83.0,99.0,3.0,5.0,3.0,6.0
603,2019-02-02 10:39:25.422427-05:00,2019-02-02 11:01:06.171844-05:00,1300.749417,38.254,-85.753,38.234,-85.757,3314.54,2019,2019,2019,2,2,2,2,2,2,15,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.753 38.254, -85.75700000000001 38.234)",2019-02-02,weekend,Louisville,2251.166463943158,15,-334.57757285201546,-833.8281560093009,0.9056407199568739,43.867978,2.548177194378093,9.173437899761135,78.0,74.0,14.0,4.0,10.0,4.0
596,2019-02-02 10:40:38.156712-05:00,2019-02-02 10:47:16.244224-05:00,398.087512,38.24,-85.724,38.237,-85.729,530.97,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.724 38.24, -85.729 38.237)",2019-02-02,weekend,Louisville,549.520624711728,15,-261.84328758150514,-772.6120225703615,398.08751180455585,72.734285,1.333802201763114,4.80168792634721,83.0,67.0,3.0,5.0,3.0,4.0
605,2019-02-02 10:47:26.010055-05:00,2019-02-02 11:27:13.334763-05:00,2387.324708,38.255,-85.744,38.255,-85.757,2638.76,2019,2019,2019,2,2,2,2,2,2,15,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.75700000000001 38.255)",2019-02-02,weekend,Louisville,1135.1242589074177,15,146.010054963421,733.3347627818889,263.3355869278224,9.718637,1.1053209440498113,3.9791553985793207,82.0,67.0,2.0,5.0,3.0,4.0
599,2019-02-02 10:47:56.720762-05:00,2019-02-02 10:50:29.674104-05:00,152.953342,38.257,-85.754,38.256,-85.757,305.71,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.754 38.257, -85.75700000000001 38.256)",2019-02-02,weekend,Louisville,284.57020101029093,15,176.7207616086505,-721.4013188369785,152.95334233336183,30.710707,1.9987140915168757,7.195370729460753,83.0,82.0,3.0,5.0,2.0,5.0
615,2019-02-02 10:49:59.261139-05:00,2019-02-02 11:24:32.703719-05:00,2073.44258,38.214,-85.755,38.203,-85.761,1641.18,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.755 38.214, -85.761 38.203)",2019-02-02,weekend,Louisville,1330.7546007193373,16,-600.7388614321269,572.7037193786421,341.55915090187165,122.540377,0.7915242099446034,2.8494871558005723,117.0,83.0,5.0,7.0,3.0,5.0
609,2019-02-02 10:52:56.686618-05:00,2019-02-02 11:15:47.848754-05:00,1371.162136,38.257,-85.758,38.253,-85.751,788.41,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.758 38.257, -85.751 38.253)",2019-02-02,weekend,Louisville,755.9231432351501,16,-423.313381650805,47.84875437301832,88.43820136055078,177.425479,0.5749939991050045,2.069978396778016,78.0,130.0,14.0,4.0,2.0,8.0
614,2019-02-02 10:53:08.879025-05:00,2019-02-02 11:14:33.775368-05:00,1284.896343,38.253,-85.738,38.255,-85.744,563.15,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.738 38.253, -85.744 38.255)",2019-02-02,weekend,Louisville,569.1569933696835,16,-411.12097487845205,873.7753675741681,174.3435250442374,12.192407,0.438284382291218,1.5778237762483849,99.0,85.0,3.0,6.0,5.0,5.0
620,2019-02-02 10:53:26.922867-05:00,2019-02-02 10:59:09.150114-05:00,342.227247,38.253,-85.757,38.253,-85.754,370.07,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.253, -85.754 38.253)",2019-02-02,weekend,Louisville,261.95896181618417,16,-393.07713270492184,-891.1037323516538,342.2272469918166,18.043842,1.0813574992759125,3.892886997393285,98.0,115.0,2.0,6.0,3.0,7.0
598,2019-02-02 10:54:08.776950-05:00,2019-02-02 11:09:25.004822-05:00,916.227872,38.23,-85.713,38.237,-85.719,1319.38,2019,2019,2019,2,2,2,2,2,2,15,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.71299999999999 38.23, -85.71899999999999 38.237)",2019-02-02,weekend,Louisville,938.3435190032933,15,548.776950236434,565.0048222834939,362.958607163849,41.854083,1.4400129490930833,5.1840466167351,83.0,82.0,3.0,5.0,2.0,5.0
606,2019-02-02 10:55:21.830867-05:00,2019-02-02 11:14:41.266773-05:00,1159.435906,38.255,-85.744,38.255,-85.757,1383.74,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.75700000000001 38.255)",2019-02-02,weekend,Louisville,1135.1242589074177,16,-278.16913291527044,-18.733226507833365,432.11631409833296,73.053917,1.193459675381142,4.296454831372111,83.0,134.0,3.0,5.0,6.0,8.0
619,2019-02-02 10:55:24.532485-05:00,2019-02-02 11:23:12.802930-05:00,1668.270445,38.255,-85.744,38.255,-85.757,1560.73,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.75700000000001 38.255)",2019-02-02,weekend,Louisville,1135.1242589074177,16,-275.4675147241626,492.8029301010022,424.1372134250119,2.701618,0.9355377628835233,3.367935946380684,99.0,85.0,3.0,6.0,5.0,5.0
602,2019-02-02 10:59:00.272177-05:00,2019-02-02 11:06:15.205796-05:00,434.933619,38.257,-85.753,38.255,-85.744,836.6800000000001,2019,2019,2019,2,2,2,2,2,2,15,15,Sat,Sat,weekend,weekend,"LINESTRING (-85.753 38.257, -85.744 38.255)",2019-02-02,weekend,Louisville,816.7060262948071,15,840.2721766459479,38.31810747588099,434.93361865877097,215.739692,1.923695854838023,6.9253050774168825,83.0,99.0,3.0,5.0,3.0,6.0
612,2019-02-02 10:59:30.378284-05:00,2019-02-02 11:13:29.422026-05:00,839.043742,38.215,-85.753,38.203,-85.761,1753.8100000000002,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.753 38.215, -85.761 38.203)",2019-02-02,weekend,Louisville,1506.33126804614,16,-29.621715917356596,-90.57797448906513,86.52341501607523,30.106107,2.0902485915924993,7.524894929732998,68.0,68.0,4.0,4.0,4.0,4.0
630,2019-02-02 11:02:10.527399-05:00,2019-02-02 11:23:37.633827-05:00,1287.106428,38.239,-85.72,38.234,-85.701,2413.5,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.72 38.239, -85.70099999999999 38.234)",2019-02-02,weekend,Louisville,1750.1092071944274,16,-769.4726012566856,-382.3661734831186,387.1150997914837,9.266802,1.8751363115715867,6.750490721657712,68.0,69.0,4.0,4.0,5.0,4.0
607,2019-02-02 11:03:22.449697-05:00,2019-02-02 11:15:18.513337-05:00,716.06364,38.255,-85.744,38.255,-85.757,1238.93,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.744 38.255, -85.75700000000001 38.255)",2019-02-02,weekend,Louisville,1135.1242589074177,16,202.4496965512451,18.51333702260581,270.3369466668343,71.922298,1.7301953776063816,6.228703359382974,83.0,134.0,3.0,5.0,6.0,8.0
627,2019-02-02 11:03:36.762490-05:00,2019-02-02 11:43:19.263819-05:00,2382.501329,38.251,-85.757,38.248,-85.756,402.25,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.251, -85.756 38.248)",2019-02-02,weekend,Louisville,344.82497269569524,16,-683.2375101637487,799.2638187499558,3.6058342712047056,14.312793,0.16883516290370135,0.6078065864533249,90.0,92.0,10.0,5.0,12.0,5.0
618,2019-02-02 11:03:54.734852-05:00,2019-02-02 11:11:06.487427-05:00,431.752575,38.253,-85.74,38.255,-85.744,852.7700000000001,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.253, -85.744 38.255)",2019-02-02,weekend,Louisville,414.0645369523551,16,234.73485196154525,-836.9418293045937,431.75257456125826,17.972362,1.9751358749858068,7.110489149948904,99.0,84.0,3.0,6.0,4.0,5.0
610,2019-02-02 11:06:44.496847-05:00,2019-02-02 11:17:19.924777-05:00,635.42793,38.254,-85.759,38.253,-85.751,1287.2,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.759 38.254, -85.751 38.253)",2019-02-02,weekend,Louisville,707.3470168129976,16,404.4968466064631,139.92477660131158,262.0470930028617,169.761995,2.025721469309667,7.292597289514801,88.0,56.0,8.0,5.0,8.0,3.0
623,2019-02-02 11:07:45.905589-05:00,2019-02-02 11:39:45.486519-05:00,1919.58093,38.249,-85.757,38.252,-85.757,675.78,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.249, -85.75700000000001 38.252)",2019-02-02,weekend,Louisville,333.58477993351397,16,-434.09441109239106,585.4865187933142,150.0329685925506,61.408742,0.3520455894506099,1.2673641220221956,82.0,83.0,2.0,5.0,3.0,5.0
629,2019-02-02 11:14:02.870297-05:00,2019-02-02 11:16:58.644142-05:00,175.773845,38.249,-85.758,38.253,-85.757,482.7,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.758 38.249, -85.75700000000001 38.253)",2019-02-02,weekend,Louisville,453.2704810783754,16,-57.12970302164365,-781.355857801776,213.41818332115562,114.035282,2.74614235126961,9.886112464570596,145.0,145.0,1.0,9.0,1.0,9.0
631,2019-02-02 11:14:28.734671-05:00,2019-02-02 11:23:18.825535-05:00,530.090864,38.253,-85.739,38.255,-85.75,1206.75,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.739 38.253, -85.75 38.255)",2019-02-02,weekend,Louisville,985.9123756126057,16,-31.265328595165897,-401.1744649646537,433.9832005093013,25.864374,2.2764965064555422,8.195387423239952,66.0,99.0,2.0,4.0,3.0,6.0
635,2019-02-02 11:15:11.987040-05:00,2019-02-02 11:39:07.233129-05:00,1435.246089,38.229,-85.706,38.224,-85.702,691.87,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.706 38.229, -85.702 38.224)",2019-02-02,weekend,Louisville,656.6523483209521,16,-888.012959749822,547.2331288377329,358.54236406117514,2.313326,0.4820567046324834,1.7354041366769404,82.0,82.0,2.0,5.0,2.0,5.0
632,2019-02-02 11:15:17.748507-05:00,2019-02-02 11:37:13.496814-05:00,1315.748307,38.249,-85.757,38.253,-85.757,547.0600000000001,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.249, -85.75700000000001 38.253)",2019-02-02,weekend,Louisville,444.77970657778286,16,17.748506682948914,433.4968144249274,208.82156808372707,5.761467,0.41577860833226976,1.4968029899961712,129.0,129.0,1.0,8.0,1.0,8.0
634,2019-02-02 11:17:42.475066-05:00,2019-02-02 11:20:52.143463-05:00,189.668397,38.227,-85.708,38.232,-85.717,1190.66,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.708 38.227, -85.717 38.232)",2019-02-02,weekend,Louisville,962.8653398840904,16,162.47506564971832,-69.73989464687043,189.66839698100048,68.547909,6.277587720636454,22.599315794291236,82.0,83.0,2.0,5.0,3.0,5.0
640,2019-02-02 11:20:17.552231-05:00,2019-02-02 12:04:12.627610-05:00,2635.075379,38.253,-85.74,38.246,-85.733,2091.7000000000003,2019,2019,2019,2,2,2,2,2,2,16,17,Sat,Sat,weekend,weekend,"LINESTRING (-85.73999999999999 38.253, -85.733 38.246)",2019-02-02,weekend,Louisville,989.696234091871,16,-582.4477687961319,252.6276095434298,243.22089870369996,155.077165,0.7937913338910979,2.8576488020079527,67.0,66.0,3.0,4.0,2.0,4.0
643,2019-02-02 11:20:28.309457-05:00,2019-02-02 11:42:28.277088-05:00,1319.967631,38.227,-85.762,38.222,-85.761,579.24,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.762 38.227, -85.761 38.222)",2019-02-02,weekend,Louisville,562.7952509418232,16,-571.6905427131838,748.277088089317,326.40865522963924,10.757226,0.43882894276821854,1.5797841939655868,72.0,73.0,8.0,4.0,9.0,4.0
621,2019-02-02 11:20:59.141494-05:00,2019-02-02 11:32:46.078593-05:00,706.937099,38.237,-85.722,38.23,-85.711,1721.63,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.72199999999999 38.237, -85.711 38.23)",2019-02-02,weekend,Louisville,1236.5022061833513,16,359.1414940496759,166.0785928225714,244.30128229725102,30.832037,2.4353368955106998,8.76721282383852,99.0,85.0,3.0,6.0,5.0,5.0
626,2019-02-02 11:25:36.988948-05:00,2019-02-02 11:31:40.065450-05:00,363.076502,38.249,-85.757,38.252,-85.758,659.6899999999999,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.75700000000001 38.249, -85.758 38.252)",2019-02-02,weekend,Louisville,344.82466843187467,16,636.9889475453654,100.06544986744018,0.23512051268092526,22.740818,1.8169449038043226,6.541001653695561,85.0,100.0,5.0,5.0,4.0,6.0
641,2019-02-02 11:26:49.238593-05:00,2019-02-02 11:36:15.347154-05:00,566.108561,38.239,-85.759,38.212,-85.755,4022.5,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.759 38.239, -85.755 38.212)",2019-02-02,weekend,Louisville,3022.527270660481,16,-190.76140708667174,-524.6528463727143,278.28080814602095,72.249645,7.105527591553239,25.57989932959166,66.0,66.0,2.0,4.0,2.0,4.0
653,2019-02-02 11:30:50.162016-05:00,2019-02-02 11:56:33.397684-05:00,1543.235668,38.221,-85.761,38.227,-85.763,659.6899999999999,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.761 38.221, -85.76300000000001 38.227)",2019-02-02,weekend,Louisville,689.6654608958884,16,-849.8379839343713,693.3976841025574,335.3275316755587,193.998329,0.42747197571900597,1.5388991125884215,75.0,75.0,11.0,4.0,11.0,4.0
658,2019-02-02 11:31:03.118922-05:00,2019-02-02 11:49:17.674323-05:00,1094.555401,38.221,-85.761,38.227,-85.763,627.51,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.761 38.221, -85.76300000000001 38.227)",2019-02-02,weekend,Louisville,689.6654608958884,16,-836.881078313616,257.67432332344515,198.98666407398144,12.956906,0.5733012686490777,2.0638845671366797,67.0,116.0,3.0,4.0,4.0,7.0
642,2019-02-02 11:32:04.436384-05:00,2019-02-02 11:37:01.621700-05:00,297.185316,38.227,-85.763,38.221,-85.761,852.7700000000001,2019,2019,2019,2,2,2,2,2,2,16,16,Sat,Sat,weekend,weekend,"LINESTRING (-85.76300000000001 38.227, -85.761 38.221)",2019-02-02,weekend,Louisville,689.6654608958884,16,124.43638354198902,421.62169963483257,263.95144065948733,61.317462,2.8694890160723827,10.330160457860577,74.0,75.0,10.0,4.0,11.0,4.0
